id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_21_nb_n_d_once;Letztes Jahr hat Timo Tina eine Uberraschungsparty zum bestandenen Examen organisiert.;Vor vier Monaten hat Timo wieder eine große Uberraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.;Timo hat einmal eine große Uberraschungsparty ausgerichtet.;neutral;21;neutral;b;once
exp1_21_nb_n_d_twice;Letztes Jahr hat Timo Tina eine Uberraschungsparty zum bestandenen Examen organisiert.;Vor vier Monaten hat Timo wieder eine große Uberraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.;Timo hat mindestens zweimal eine große Uberraschungsparty ausgerichtet.;entailment;21;neutral;b;twice
exp1_21_nb_n_d_cannot_say;Letztes Jahr hat Timo Tina eine Uberraschungsparty zum bestandenen Examen organisiert.;Vor vier Monaten hat Timo wieder eine große Uberraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.;Es lässt sich nicht sagen, wie oft Timo eine große Uberraschungsparty ausgerichtet hat.;neutral;21;neutral;b;cannot say
exp1_22_pa_p_f_once;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat einmal eine alberne Geschichte gehort.;neutral;22;positive;a;once
exp1_22_pa_p_f_twice;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat mindestens zweimal eine alberne Geschichte gehort.;entailment;22;positive;a;twice
exp1_22_pa_p_f_cannot_say;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte gehort hat.;neutral;22;positive;a;cannot say
exp1_22_pa_n_d_once;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat einmal eine alberne Geschichte gehort.;entailment;22;neutral;a;once
exp1_22_pa_n_d_twice;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat mindestens zweimal eine alberne Geschichte gehort.;neutral;22;neutral;a;twice
exp1_22_pa_n_d_cannot_say;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte gehort hat.;neutral;22;neutral;a;cannot say
exp1_22_pb_p_f_once;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat einmal eine alberne Geschichte erzahlt.;neutral;22;positive;b;once
exp1_22_pb_p_f_twice;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat mindestens zweimal eine alberne Geschichte erzahlt.;entailment;22;positive;b;twice
exp1_22_pb_p_f_cannot_say;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte erzahlt hat.;neutral;22;positive;b;cannot say
exp1_22_pb_n_d_once;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat einmal eine alberne Geschichte erzahlt.;entailment;22;neutral;b;once
exp1_22_pb_n_d_twice;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat mindestens zweimal eine alberne Geschichte erzahlt.;neutral;22;neutral;b;twice
exp1_22_pb_n_d_cannot_say;Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte erzahlt hat.;neutral;22;neutral;b;cannot say
exp1_22_na_p_f_once;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat einmal eine alberne Geschichte gehort.;entailment;22;positive;a;once
exp1_22_na_p_f_twice;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat mindestens zweimal eine alberne Geschichte gehort.;neutral;22;positive;a;twice
exp1_22_na_p_f_cannot_say;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte gehort hat.;neutral;22;positive;a;cannot say
exp1_22_na_n_d_once;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat einmal eine alberne Geschichte gehort.;neutral;22;neutral;a;once
exp1_22_na_n_d_twice;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat mindestens zweimal eine alberne Geschichte gehort.;entailment;22;neutral;a;twice
exp1_22_na_n_d_cannot_say;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehort, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte gehort hat.;neutral;22;neutral;a;cannot say
exp1_22_nb_p_f_once;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat einmal eine alberne Geschichte erzahlt.;entailment;22;positive;b;once
exp1_22_nb_p_f_twice;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Tina hat mindestens zweimal eine alberne Geschichte erzahlt.;neutral;22;positive;b;twice
exp1_22_nb_p_f_cannot_say;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte erzahlt hat.;neutral;22;positive;b;cannot say
exp1_22_nb_n_d_once;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat einmal eine alberne Geschichte erzahlt.;neutral;22;neutral;b;once
exp1_22_nb_n_d_twice;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Greta hat mindestens zweimal eine alberne Geschichte erzahlt.;entailment;22;neutral;b;twice
exp1_22_nb_n_d_cannot_say;Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.;Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzahlt, als sie auf einer Geburtstagsparty eingeladen war.;Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte erzahlt hat.;neutral;22;neutral;b;cannot say
exp1_23_pa_p_f_once;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Sabine hat einmal einen kleinen Wutanfall bekommen.;neutral;23;positive;a;once
exp1_23_pa_p_f_twice;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Sabine hat mindestens zweimal einen kleinen Wutanfall bekommen.;entailment;23;positive;a;twice
exp1_23_pa_p_f_cannot_say;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall bekommen hat.;neutral;23;positive;a;cannot say
exp1_23_pa_n_d_once;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Tina hat einmal einen kleinen Wutanfall bekommen.;entailment;23;neutral;a;once
exp1_23_pa_n_d_twice;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Tina hat mindestens zweimal einen kleinen Wutanfall bekommen.;neutral;23;neutral;a;twice
exp1_23_pa_n_d_cannot_say;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall bekommen hat.;neutral;23;neutral;a;cannot say
exp1_23_pb_p_f_once;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Sabine hat einmal einen kleinen Wutanfall provoziert.;neutral;23;positive;b;once
exp1_23_pb_p_f_twice;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Sabine hat mindestens zweimal einen kleinen Wutanfall provoziert.;entailment;23;positive;b;twice
exp1_23_pb_p_f_cannot_say;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall provoziert hat.;neutral;23;positive;b;cannot say
exp1_23_pb_n_d_once;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Tina hat einmal einen kleinen Wutanfall provoziert.;entailment;23;neutral;b;once
exp1_23_pb_n_d_twice;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Tina hat mindestens zweimal einen kleinen Wutanfall provoziert.;neutral;23;neutral;b;twice
exp1_23_pb_n_d_cannot_say;Vor einer Woche hat Tina Sabine wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall provoziert hat.;neutral;23;neutral;b;cannot say
exp1_23_na_p_f_once;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Tina hat einmal einen kleinen Wutanfall bekommen.;entailment;23;positive;a;once
exp1_23_na_p_f_twice;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Tina hat mindestens zweimal einen kleinen Wutanfall bekommen.;neutral;23;positive;a;twice
exp1_23_na_p_f_cannot_say;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall bekommen hat.;neutral;23;positive;a;cannot say
exp1_23_na_n_d_once;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Sabine hat einmal einen kleinen Wutanfall bekommen.;neutral;23;neutral;a;once
exp1_23_na_n_d_twice;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Sabine hat mindestens zweimal einen kleinen Wutanfall bekommen.;entailment;23;neutral;a;twice
exp1_23_na_n_d_cannot_say;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall bekommen hat.;neutral;23;neutral;a;cannot say
exp1_23_nb_p_f_once;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Tina hat einmal einen kleinen Wutanfall provoziert.;entailment;23;positive;b;once
exp1_23_nb_p_f_twice;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Tina hat mindestens zweimal einen kleinen Wutanfall provoziert.;neutral;23;positive;b;twice
exp1_23_nb_p_f_cannot_say;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall provoziert hat.;neutral;23;positive;b;cannot say
exp1_23_nb_n_d_once;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Sabine hat einmal einen kleinen Wutanfall provoziert.;neutral;23;neutral;b;once
exp1_23_nb_n_d_twice;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Sabine hat mindestens zweimal einen kleinen Wutanfall provoziert.;entailment;23;neutral;b;twice
exp1_23_nb_n_d_cannot_say;Vor einer Woche hat Sabine Tina wutend gemacht.;Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.;Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall provoziert hat.;neutral;23;neutral;b;cannot say
exp1_24_pa_p_f_once;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Thorsten hat einmal eine nette Widmung bekommen.;neutral;24;positive;a;once
exp1_24_pa_p_f_twice;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Thorsten hat mindestens zweimal eine nette Widmung bekommen.;entailment;24;positive;a;twice
exp1_24_pa_p_f_cannot_say;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine nette Widmung bekommen hat.;neutral;24;positive;a;cannot say
exp1_24_pa_n_d_once;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Tina hat einmal eine nette Widmung bekommen.;entailment;24;neutral;a;once
exp1_24_pa_n_d_twice;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Tina hat mindestens zweimal eine nette Widmung bekommen.;neutral;24;neutral;a;twice
exp1_24_pa_n_d_cannot_say;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Tina eine nette Widmung bekommen hat.;neutral;24;neutral;a;cannot say
exp1_24_pb_p_f_once;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Thorsten hat einmal eine nette Widmung geschrieben.;neutral;24;positive;b;once
exp1_24_pb_p_f_twice;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Thorsten hat mindestens zweimal eine nette Widmung geschrieben.;entailment;24;positive;b;twice
exp1_24_pb_p_f_cannot_say;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine nette Widmung geschrieben hat.;neutral;24;positive;b;cannot say
exp1_24_pb_n_d_once;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Tina hat einmal eine nette Widmung geschrieben.;entailment;24;neutral;b;once
exp1_24_pb_n_d_twice;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Tina hat mindestens zweimal eine nette Widmung geschrieben.;neutral;24;neutral;b;twice
exp1_24_pb_n_d_cannot_say;Letzten Monat hat Tina Thorsten ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Tina eine nette Widmung geschrieben hat.;neutral;24;neutral;b;cannot say
exp1_24_na_p_f_once;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Tina hat einmal eine nette Widmung bekommen.;entailment;24;positive;a;once
exp1_24_na_p_f_twice;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Tina hat mindestens zweimal eine nette Widmung bekommen.;neutral;24;positive;a;twice
exp1_24_na_p_f_cannot_say;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung bekommen, weil sie an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Tina eine nette Widmung bekommen hat.;neutral;24;positive;a;cannot say
exp1_24_na_n_d_once;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Thorsten hat einmal eine nette Widmung bekommen.;neutral;24;neutral;a;once
exp1_24_na_n_d_twice;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Thorsten hat mindestens zweimal eine nette Widmung bekommen.;entailment;24;neutral;a;twice
exp1_24_na_n_d_cannot_say;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine nette Widmung bekommen hat.;neutral;24;neutral;a;cannot say
exp1_24_nb_p_f_once;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Tina hat einmal eine nette Widmung geschrieben.;entailment;24;positive;b;once
exp1_24_nb_p_f_twice;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Tina hat mindestens zweimal eine nette Widmung geschrieben.;neutral;24;positive;b;twice
exp1_24_nb_p_f_cannot_say;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Tina wieder eine nette Widmung geschrieben, weil sie an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Tina eine nette Widmung geschrieben hat.;neutral;24;positive;b;cannot say
exp1_24_nb_n_d_once;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Thorsten hat einmal eine nette Widmung geschrieben.;neutral;24;neutral;b;once
exp1_24_nb_n_d_twice;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Thorsten hat mindestens zweimal eine nette Widmung geschrieben.;entailment;24;neutral;b;twice
exp1_24_nb_n_d_cannot_say;Letzten Monat hat Thorsten Tina ein Lied gewidmet.;Vor einer Woche hat Thorsten wieder eine nette Widmung geschrieben, weil er an einem Song mitgearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine nette Widmung geschrieben hat.;neutral;24;neutral;b;cannot say
exp1_25_pa_p_f_once;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Karl hat einmal einen lustigen Sketch gesehen.;neutral;25;positive;a;once
exp1_25_pa_p_f_twice;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Karl hat mindestens zweimal einen lustigen Sketch gesehen.;entailment;25;positive;a;twice
exp1_25_pa_p_f_cannot_say;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Karl einen lustigen Sketch gesehen hat.;neutral;25;positive;a;cannot say
exp1_25_pa_n_d_once;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Tina hat einmal einen lustigen Sketch gesehen.;entailment;25;neutral;a;once
exp1_25_pa_n_d_twice;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Tina hat mindestens zweimal einen lustigen Sketch gesehen.;neutral;25;neutral;a;twice
exp1_25_pa_n_d_cannot_say;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen lustigen Sketch gesehen hat.;neutral;25;neutral;a;cannot say
exp1_25_pb_p_f_once;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Karl hat einmal einen lustigen Sketch dargeboten.;neutral;25;positive;b;once
exp1_25_pb_p_f_twice;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Karl hat mindestens zweimal einen lustigen Sketch dargeboten.;entailment;25;positive;b;twice
exp1_25_pb_p_f_cannot_say;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch dargeboten, als er auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Karl einen lustigen Sketch dargeboten hat.;neutral;25;positive;b;cannot say
exp1_25_pb_n_d_once;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Tina hat einmal einen lustigen Sketch dargeboten.;entailment;25;neutral;b;once
exp1_25_pb_n_d_twice;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Tina hat mindestens zweimal einen lustigen Sketch dargeboten.;neutral;25;neutral;b;twice
exp1_25_pb_n_d_cannot_say;Vor vier Wochen hat Tina vor Karl einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch dargeboten, als sie auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen lustigen Sketch dargeboten hat.;neutral;25;neutral;b;cannot say
exp1_25_na_p_f_once;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Tina hat einmal einen lustigen Sketch gesehen.;entailment;25;positive;a;once
exp1_25_na_p_f_twice;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Tina hat mindestens zweimal einen lustigen Sketch gesehen.;neutral;25;positive;a;twice
exp1_25_na_p_f_cannot_say;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Tina wieder einen lustigen Sketch gesehen, als sie auf einem Comedyfestival gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen lustigen Sketch gesehen hat.;neutral;25;positive;a;cannot say
exp1_25_na_n_d_once;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Karl hat einmal einen lustigen Sketch gesehen.;neutral;25;neutral;a;once
exp1_25_na_n_d_twice;Vor vier Wochen hat Karl vor Tina einen lustigen Sketch aufgefuhrt.;Vor zwei Wochen hat Karl wieder einen lustigen Sketch gesehen, als er auf einem Comedyfestival gewesen ist.;Karl hat mindestens zweimal einen lustigen Sketch gesehen.;entailment;25;neutral;a;twice
