id,premises,target_sentence,conclusion,gold_label,item_id,context,target,brace,condition,response_option,target_inferred,target_note,role_note,meta-llama/Llama-3.1-8B-Instruct_pred_label,meta-llama/Llama-3.1-8B-Instruct_p_entailment,meta-llama/Llama-3.1-8B-Instruct_p_neutral,meta-llama/Llama-3.1-8B-Instruct_p_contradiction
18_aii_bi1_twice_neu,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Thorsten wieder einen leckeren Cocktail bekommen, als er in einer Bar gewesen ist.",Thorsten hat mindestens zweimal einen leckeren Cocktail bekommen.,unknown,18,aii,bi,1,neutral,twice,False,,,entailment,0.6641,0.1771,0.1588
18_aii_bi1_cannot_say_neu,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Thorsten wieder einen leckeren Cocktail bekommen, als er in einer Bar gewesen ist.","Es lässt sich nicht sagen, wie oft Thorsten einen leckeren Cocktail bekommen hat.",unknown,18,aii,bi,1,neutral,cannot say,False,,,neutral,0.1204,0.6061,0.2735
18_aii_bi2_once_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bekommen, als sie in einer Bar gewesen ist.",Greta hat einmal einen leckeren Cocktail bekommen.,unknown,18,aii,bi,2,positive,once,False,,,neutral,0.4135,0.4236,0.1629
18_aii_bi2_twice_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bekommen, als sie in einer Bar gewesen ist.",Greta hat mindestens zweimal einen leckeren Cocktail bekommen.,entailment,18,aii,bi,2,positive,twice,False,,,entailment,0.6545,0.1917,0.1538
18_aii_bi2_cannot_say_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bekommen, als sie in einer Bar gewesen ist.","Es lässt sich nicht sagen, wie oft Greta einen leckeren Cocktail bekommen hat.",unknown,18,aii,bi,2,positive,cannot say,False,,,neutral,0.1135,0.6307,0.2557
18_aii_bii1_once_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Thorsten wieder einen leckeren Cocktail bezahlt, als er in einer Bar gewesen ist.",Thorsten hat einmal einen leckeren Cocktail bezahlt.,unknown,18,aii,bii,1,positive,once,False,,,entailment,0.5278,0.2668,0.2054
18_aii_bii1_twice_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Thorsten wieder einen leckeren Cocktail bezahlt, als er in einer Bar gewesen ist.",Thorsten hat mindestens zweimal einen leckeren Cocktail bezahlt.,entailment,18,aii,bii,1,positive,twice,False,,,entailment,0.6134,0.2173,0.1693
18_aii_bii1_cannot_say_pos,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Thorsten wieder einen leckeren Cocktail bezahlt, als er in einer Bar gewesen ist.","Es lässt sich nicht sagen, wie oft Thorsten einen leckeren Cocktail bezahlt hat.",unknown,18,aii,bii,1,positive,cannot say,False,,,neutral,0.1063,0.6418,0.2519
18_aii_bii2_once_neu,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bezahlt, als sie in einer Bar gewesen ist.",Greta hat einmal einen leckeren Cocktail bezahlt.,entailment,18,aii,bii,2,neutral,once,False,,,entailment,0.4982,0.3237,0.1781
18_aii_bii2_twice_neu,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bezahlt, als sie in einer Bar gewesen ist.",Greta hat mindestens zweimal einen leckeren Cocktail bezahlt.,unknown,18,aii,bii,2,neutral,twice,False,,,entailment,0.5671,0.2679,0.1651
18_aii_bii2_cannot_say_neu,Vor einer Woche hat Thorsten Greta einen Cocktail ausgegeben.,"Vor vier Tagen hat Greta wieder einen leckeren Cocktail bezahlt, als sie in einer Bar gewesen ist.","Es lässt sich nicht sagen, wie oft Greta einen leckeren Cocktail bezahlt hat.",unknown,18,aii,bii,2,neutral,cannot say,False,,,neutral,0.1183,0.6466,0.2351
19_ai_bi1_once_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Judith hat einmal ein nettes Kompliment erhalten.,unknown,19,ai,bi,1,positive,once,False,,,entailment,0.9036,0.0149,0.0815
19_ai_bi1_twice_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Judith hat mindestens zweimal ein nettes Kompliment erhalten.,entailment,19,ai,bi,1,positive,twice,False,,,entailment,0.9568,0.0012,0.042
19_ai_bi1_cannot_say_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Judith ein nettes Kompliment erhalten hat.",unknown,19,ai,bi,1,positive,cannot say,False,,,neutral,0.1254,0.6722,0.2024
19_ai_bi2_once_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Greta hat einmal ein nettes Kompliment erhalten.,entailment,19,ai,bi,2,neutral,once,False,,,entailment,0.9063,0.0072,0.0864
19_ai_bi2_twice_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Greta hat mindestens zweimal ein nettes Kompliment erhalten.,unknown,19,ai,bi,2,neutral,twice,False,,,entailment,0.959,0.0008,0.0402
19_ai_bi2_cannot_say_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Greta ein nettes Kompliment erhalten hat.",unknown,19,ai,bi,2,neutral,cannot say,False,,,neutral,0.1289,0.689,0.1821
19_ai_bii1_once_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Judith hat einmal ein nettes Kompliment verteilt.,entailment,19,ai,bii,1,neutral,once,False,,,entailment,0.9004,0.0149,0.0847
19_ai_bii1_twice_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Judith hat mindestens zweimal ein nettes Kompliment verteilt.,unknown,19,ai,bii,1,neutral,twice,False,,,entailment,0.9554,0.0019,0.0427
19_ai_bii1_cannot_say_neu,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Judith ein nettes Kompliment verteilt hat.",unknown,19,ai,bii,1,neutral,cannot say,False,,,neutral,0.1221,0.6719,0.206
19_ai_bii2_once_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Greta hat einmal ein nettes Kompliment verteilt.,unknown,19,ai,bii,2,positive,once,False,,,entailment,0.9245,0.0034,0.0721
19_ai_bii2_twice_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Greta hat mindestens zweimal ein nettes Kompliment verteilt.,entailment,19,ai,bii,2,positive,twice,False,,,entailment,0.9624,0.0007,0.0369
19_ai_bii2_cannot_say_pos,Vor zwei Wochen hat Greta Judith ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Greta ein nettes Kompliment verteilt hat.",unknown,19,ai,bii,2,positive,cannot say,False,,,neutral,0.1184,0.7268,0.1548
19_aii_bi1_once_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Judith hat einmal ein nettes Kompliment erhalten.,entailment,19,aii,bi,1,neutral,once,False,,,entailment,0.897,0.0131,0.0899
19_aii_bi1_twice_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Judith hat mindestens zweimal ein nettes Kompliment erhalten.,unknown,19,aii,bi,1,neutral,twice,False,,,entailment,0.9508,0.0019,0.0473
19_aii_bi1_cannot_say_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Judith ein nettes Kompliment erhalten hat.",unknown,19,aii,bi,1,neutral,cannot say,False,,,neutral,0.1251,0.6733,0.2016
19_aii_bi2_once_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Greta hat einmal ein nettes Kompliment erhalten.,unknown,19,aii,bi,2,positive,once,False,,,entailment,0.8784,0.0211,0.1006
19_aii_bi2_twice_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.",Greta hat mindestens zweimal ein nettes Kompliment erhalten.,entailment,19,aii,bi,2,positive,twice,False,,,entailment,0.9491,0.0017,0.0492
19_aii_bi2_cannot_say_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment erhalten, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Greta ein nettes Kompliment erhalten hat.",unknown,19,aii,bi,2,positive,cannot say,False,,,neutral,0.1244,0.6931,0.1825
19_aii_bii1_once_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Judith hat einmal ein nettes Kompliment verteilt.,unknown,19,aii,bii,1,positive,once,False,,,entailment,0.9015,0.0102,0.0882
19_aii_bii1_twice_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Judith hat mindestens zweimal ein nettes Kompliment verteilt.,entailment,19,aii,bii,1,positive,twice,False,,,entailment,0.9559,0.0017,0.0424
19_aii_bii1_cannot_say_pos,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Judith wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Judith ein nettes Kompliment verteilt hat.",unknown,19,aii,bii,1,positive,cannot say,False,,,neutral,0.1276,0.6752,0.1972
19_aii_bii2_once_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Greta hat einmal ein nettes Kompliment verteilt.,entailment,19,aii,bii,2,neutral,once,False,,,entailment,0.8892,0.0143,0.0965
19_aii_bii2_twice_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.",Greta hat mindestens zweimal ein nettes Kompliment verteilt.,unknown,19,aii,bii,2,neutral,twice,False,,,entailment,0.9464,0.0024,0.0512
19_aii_bii2_cannot_say_neu,Vor zwei Wochen hat Judith Greta ein Kompliment gemacht.,"Vor einer Woche hat Greta wieder ein nettes Kompliment verteilt, als sie in einem Park spazieren war.","Es lässt sich nicht sagen, wie oft Greta ein nettes Kompliment verteilt hat.",unknown,19,aii,bii,2,neutral,cannot say,False,,,neutral,0.1213,0.7058,0.1729
20_ai_bi1_once_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.",Karl hat einmal ein französisches Lied gelernt.,unknown,20,ai,bi,1,positive,once,False,,,entailment,0.801,0.0784,0.1205
20_ai_bi1_twice_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.",Karl hat mindestens zweimal ein französisches Lied gelernt.,entailment,20,ai,bi,1,positive,twice,False,,,entailment,0.854,0.026,0.12
20_ai_bi1_cannot_say_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Karl ein französisches Lied gelernt hat.",unknown,20,ai,bi,1,positive,cannot say,False,,,neutral,0.1086,0.6459,0.2455
20_ai_bi2_once_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.",Greta hat einmal ein französisches Lied gelernt.,entailment,20,ai,bi,2,neutral,once,False,,,entailment,0.7873,0.0968,0.1159
20_ai_bi2_twice_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.",Greta hat mindestens zweimal ein französisches Lied gelernt.,unknown,20,ai,bi,2,neutral,twice,False,,,entailment,0.8559,0.0293,0.1149
20_ai_bi2_cannot_say_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Greta ein französisches Lied gelernt hat.",unknown,20,ai,bi,2,neutral,cannot say,False,,,neutral,0.1113,0.6482,0.2405
20_ai_bii1_once_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.",Karl hat einmal einem Freund ein französisches Lied beigebracht.,entailment,20,ai,bii,1,neutral,once,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.8189,0.063,0.1181
20_ai_bii1_twice_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.",Karl hat mindestens zweimal einem Freund ein französisches Lied beigebracht.,unknown,20,ai,bii,1,neutral,twice,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.8877,0.006,0.1064
20_ai_bii1_cannot_say_neu,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Karl einem Freund ein französisches Lied beigebracht hat.",unknown,20,ai,bii,1,neutral,cannot say,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,neutral,0.1296,0.5657,0.3046
20_ai_bii2_once_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.",Greta hat einmal einem Freund ein französisches Lied beigebracht.,unknown,20,ai,bii,2,positive,once,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.7868,0.0856,0.1275
20_ai_bii2_twice_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.",Greta hat mindestens zweimal einem Freund ein französisches Lied beigebracht.,entailment,20,ai,bii,2,positive,twice,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.9016,0.0043,0.0941
20_ai_bii2_cannot_say_pos,Vor drei Monaten hat Greta Karl ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Greta einem Freund ein französisches Lied beigebracht hat.",unknown,20,ai,bii,2,positive,cannot say,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,neutral,0.124,0.6092,0.2667
20_aii_bi1_once_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.",Karl hat einmal ein französisches Lied gelernt.,entailment,20,aii,bi,1,neutral,once,False,,,entailment,0.8265,0.0573,0.1161
20_aii_bi1_twice_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.",Karl hat mindestens zweimal ein französisches Lied gelernt.,unknown,20,aii,bi,1,neutral,twice,False,,,entailment,0.8607,0.0235,0.1158
20_aii_bi1_cannot_say_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder ein französisches Lied gelernt, als er mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Karl ein französisches Lied gelernt hat.",unknown,20,aii,bi,1,neutral,cannot say,False,,,neutral,0.1058,0.6662,0.2281
20_aii_bi2_once_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.",Greta hat einmal ein französisches Lied gelernt.,unknown,20,aii,bi,2,positive,once,False,,,entailment,0.7276,0.159,0.1133
20_aii_bi2_twice_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.",Greta hat mindestens zweimal ein französisches Lied gelernt.,entailment,20,aii,bi,2,positive,twice,False,,,entailment,0.8136,0.057,0.1294
20_aii_bi2_cannot_say_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder ein französisches Lied gelernt, als sie mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Greta ein französisches Lied gelernt hat.",unknown,20,aii,bi,2,positive,cannot say,False,,,neutral,0.1109,0.6506,0.2385
20_aii_bii1_once_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.",Karl hat einmal einem Freund ein französisches Lied beigebracht.,unknown,20,aii,bii,1,positive,once,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.8091,0.0708,0.1201
20_aii_bii1_twice_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.",Karl hat mindestens zweimal einem Freund ein französisches Lied beigebracht.,entailment,20,aii,bii,1,positive,twice,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.8763,0.0086,0.1152
20_aii_bii1_cannot_say_pos,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Karl wieder einem Freund ein französisches Lied beigebracht, als er mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Karl einem Freund ein französisches Lied beigebracht hat.",unknown,20,aii,bii,1,positive,cannot say,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,neutral,0.1349,0.5743,0.2908
20_aii_bii2_once_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.",Greta hat einmal einem Freund ein französisches Lied beigebracht.,entailment,20,aii,bii,2,neutral,once,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.7694,0.1181,0.1124
20_aii_bii2_twice_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.",Greta hat mindestens zweimal einem Freund ein französisches Lied beigebracht.,unknown,20,aii,bii,2,neutral,twice,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,entailment,0.8834,0.01,0.1065
20_aii_bii2_cannot_say_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Greta einem Freund ein französisches Lied beigebracht hat.",unknown,20,aii,bii,2,neutral,cannot say,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,neutral,0.1238,0.6099,0.2663
21_ai_bi1_once_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat einmal eine große Überraschungsparty bekommen.,unknown,21,ai,bi,1,positive,once,False,,,entailment,0.8464,0.0098,0.1438
21_ai_bi1_twice_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat mindestens zweimal eine große Überraschungsparty bekommen.,entailment,21,ai,bi,1,positive,twice,False,,,entailment,0.8842,0.0103,0.1055
21_ai_bi1_cannot_say_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Timo eine große Überraschungsparty bekommen hat.",unknown,21,ai,bi,1,positive,cannot say,False,,,neutral,0.1092,0.7041,0.1866
21_ai_bi2_once_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat einmal eine große Überraschungsparty bekommen.,entailment,21,ai,bi,2,neutral,once,False,,,entailment,0.8409,0.048,0.1111
