id,premises,target_sentence,conclusion,gold_label,item_id,context,target,brace,condition,response_option,target_inferred,target_note,role_note,google/gemma-3-12b-it_pred_label,google/gemma-3-12b-it_p_entailment,google/gemma-3-12b-it_p_neutral,google/gemma-3-12b-it_p_contradiction
20_aii_bii2_cannot_say_neu,Vor drei Monaten hat Karl Greta ein französisches Lied beigebracht.,"Vor zwei Wochen hat Greta wieder einem Freund ein französisches Lied beigebracht, als sie mit einem Freund unterwegs war.","Es lässt sich nicht sagen, wie oft Greta einem Freund ein französisches Lied beigebracht hat.",unknown,20,aii,bii,2,neutral,cannot say,True,"The b(ii) printed for item 20 in Tiemann.Dissertation2.pdf (p. 154) is a verbatim duplicate of item 19 b(ii) â 'ein nettes Kompliment verteilt, als {er/sie} in einem Park spazieren war' â carrying the wrong names and the wrong theme for an item about a französisches Lied. That is a typesetting error in the dissertation, not an extraction error. This text is a user-approved editorial reconstruction (2026-09-08), replacing the earlier gesungen reconstruction, following the verb-pairing pattern of the surrounding items (recipient verb in bi, agent verb in bii), not verbatim dissertation text.",,neutral,0.1051,0.8936,0.0013
21_ai_bi1_once_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat einmal eine große Überraschungsparty bekommen.,unknown,21,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
21_ai_bi1_twice_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat mindestens zweimal eine große Überraschungsparty bekommen.,entailment,21,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
21_ai_bi1_cannot_say_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Timo eine große Überraschungsparty bekommen hat.",unknown,21,ai,bi,1,positive,cannot say,False,,,neutral,0.1686,0.7674,0.064
21_ai_bi2_once_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat einmal eine große Überraschungsparty bekommen.,entailment,21,ai,bi,2,neutral,once,False,,,entailment,1.0,0.0,0.0
21_ai_bi2_twice_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat mindestens zweimal eine große Überraschungsparty bekommen.,unknown,21,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
21_ai_bi2_cannot_say_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Tina eine große Überraschungsparty bekommen hat.",unknown,21,ai,bi,2,neutral,cannot say,False,,,neutral,0.1657,0.7427,0.0915
21_ai_bii1_once_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat einmal eine große Überraschungsparty ausgerichtet.,entailment,21,ai,bii,1,neutral,once,False,,,entailment,0.9999,0.0,0.0001
21_ai_bii1_twice_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat mindestens zweimal eine große Überraschungsparty ausgerichtet.,unknown,21,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
21_ai_bii1_cannot_say_neu,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Timo eine große Überraschungsparty ausgerichtet hat.",unknown,21,ai,bii,1,neutral,cannot say,False,,,neutral,0.279,0.6588,0.0622
21_ai_bii2_once_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat einmal eine große Überraschungsparty ausgerichtet.,unknown,21,ai,bii,2,positive,once,False,,,entailment,0.9994,0.0,0.0006
21_ai_bii2_twice_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat mindestens zweimal eine große Überraschungsparty ausgerichtet.,entailment,21,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
21_ai_bii2_cannot_say_pos,Letztes Jahr hat Tina Timo eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Tina eine große Überraschungsparty ausgerichtet hat.",unknown,21,ai,bii,2,positive,cannot say,False,,,neutral,0.3189,0.5775,0.1035
21_aii_bi1_once_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat einmal eine große Überraschungsparty bekommen.,entailment,21,aii,bi,1,neutral,once,False,,,entailment,1.0,0.0,0.0
21_aii_bi1_twice_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat mindestens zweimal eine große Überraschungsparty bekommen.,unknown,21,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
21_aii_bi1_cannot_say_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty bekommen, weil er in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Timo eine große Überraschungsparty bekommen hat.",unknown,21,aii,bi,1,neutral,cannot say,False,,,neutral,0.0957,0.8706,0.0338
21_aii_bi2_once_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat einmal eine große Überraschungsparty bekommen.,unknown,21,aii,bi,2,positive,once,False,,,entailment,1.0,0.0,0.0
21_aii_bi2_twice_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat mindestens zweimal eine große Überraschungsparty bekommen.,entailment,21,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
21_aii_bi2_cannot_say_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty bekommen, weil sie in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Tina eine große Überraschungsparty bekommen hat.",unknown,21,aii,bi,2,positive,cannot say,False,,,neutral,0.1002,0.8749,0.0248
21_aii_bii1_once_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat einmal eine große Überraschungsparty ausgerichtet.,unknown,21,aii,bii,1,positive,once,False,,,entailment,0.9997,0.0,0.0003
21_aii_bii1_twice_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.",Timo hat mindestens zweimal eine große Überraschungsparty ausgerichtet.,entailment,21,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
21_aii_bii1_cannot_say_pos,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Timo wieder eine große Überraschungsparty ausgerichtet, weil er in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Timo eine große Überraschungsparty ausgerichtet hat.",unknown,21,aii,bii,1,positive,cannot say,False,,,neutral,0.2081,0.7496,0.0423
21_aii_bii2_once_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat einmal eine große Überraschungsparty ausgerichtet.,entailment,21,aii,bii,2,neutral,once,False,,,entailment,0.9999,0.0,0.0001
21_aii_bii2_twice_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.",Tina hat mindestens zweimal eine große Überraschungsparty ausgerichtet.,unknown,21,aii,bii,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
21_aii_bii2_cannot_say_neu,Letztes Jahr hat Timo Tina eine Überraschungsparty zum bestandenen Examen organisiert.,"Vor vier Monaten hat Tina wieder eine große Überraschungsparty ausgerichtet, weil sie in einem Preisausschreiben gewonnen hatte.","Es lässt sich nicht sagen, wie oft Tina eine große Überraschungsparty ausgerichtet hat.",unknown,21,aii,bii,2,neutral,cannot say,False,,,neutral,0.2398,0.7159,0.0444
22_ai_bi1_once_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat einmal eine alberne Geschichte gehört.,unknown,22,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
22_ai_bi1_twice_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat mindestens zweimal eine alberne Geschichte gehört.,entailment,22,ai,bi,1,positive,twice,False,,,entailment,0.9999,0.0,0.0001
22_ai_bi1_cannot_say_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte gehört hat.",unknown,22,ai,bi,1,positive,cannot say,False,,,neutral,0.042,0.9568,0.0011
22_ai_bi2_once_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat einmal eine alberne Geschichte gehört.,entailment,22,ai,bi,2,neutral,once,False,,,entailment,0.9999,0.0,0.0001
22_ai_bi2_twice_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat mindestens zweimal eine alberne Geschichte gehört.,unknown,22,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
22_ai_bi2_cannot_say_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte gehört hat.",unknown,22,ai,bi,2,neutral,cannot say,False,,,neutral,0.0474,0.9514,0.0012
22_ai_bii1_once_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat einmal eine alberne Geschichte erzählt.,entailment,22,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
22_ai_bii1_twice_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat mindestens zweimal eine alberne Geschichte erzählt.,unknown,22,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
22_ai_bii1_cannot_say_neu,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte erzählt hat.",unknown,22,ai,bii,1,neutral,cannot say,False,,,neutral,0.0322,0.9646,0.0032
22_ai_bii2_once_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat einmal eine alberne Geschichte erzählt.,unknown,22,ai,bii,2,positive,once,False,,,entailment,1.0,0.0,0.0
22_ai_bii2_twice_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat mindestens zweimal eine alberne Geschichte erzählt.,entailment,22,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
22_ai_bii2_cannot_say_pos,Vor vier Wochen hat Tina Greta von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte erzählt hat.",unknown,22,ai,bii,2,positive,cannot say,False,,,neutral,0.0454,0.9507,0.0039
22_aii_bi1_once_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat einmal eine alberne Geschichte gehört.,entailment,22,aii,bi,1,neutral,once,False,,,entailment,0.9999,0.0,0.0001
22_aii_bi1_twice_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat mindestens zweimal eine alberne Geschichte gehört.,unknown,22,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
22_aii_bi1_cannot_say_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte gehört hat.",unknown,22,aii,bi,1,neutral,cannot say,False,,,neutral,0.031,0.9683,0.0007
22_aii_bi2_once_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat einmal eine alberne Geschichte gehört.,unknown,22,aii,bi,2,positive,once,False,,,entailment,1.0,0.0,0.0
22_aii_bi2_twice_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat mindestens zweimal eine alberne Geschichte gehört.,entailment,22,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
22_aii_bi2_cannot_say_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte gehört, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte gehört hat.",unknown,22,aii,bi,2,positive,cannot say,False,,,neutral,0.0378,0.961,0.0011
22_aii_bii1_once_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat einmal eine alberne Geschichte erzählt.,unknown,22,aii,bii,1,positive,once,False,,,entailment,1.0,0.0,0.0
22_aii_bii1_twice_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Greta hat mindestens zweimal eine alberne Geschichte erzählt.,entailment,22,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
22_aii_bii1_cannot_say_pos,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Greta wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Greta eine alberne Geschichte erzählt hat.",unknown,22,aii,bii,1,positive,cannot say,False,,,neutral,0.0454,0.9513,0.0032
22_aii_bii2_once_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat einmal eine alberne Geschichte erzählt.,entailment,22,aii,bii,2,neutral,once,False,,,entailment,1.0,0.0,0.0
22_aii_bii2_twice_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.",Tina hat mindestens zweimal eine alberne Geschichte erzählt.,unknown,22,aii,bii,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
22_aii_bii2_cannot_say_neu,Vor vier Wochen hat Greta Tina von einer albernen Geschichte aus ihrem Leben berichtet.,"Vor zwei Tagen hat Tina wieder eine alberne Geschichte erzählt, als sie auf einer Geburtstagsparty eingeladen war.","Es lässt sich nicht sagen, wie oft Tina eine alberne Geschichte erzählt hat.",unknown,22,aii,bii,2,neutral,cannot say,False,,,neutral,0.0426,0.9532,0.0042
23_ai_bi1_once_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Sabine hat einmal einen kleinen Wutanfall bekommen.,unknown,23,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
23_ai_bi1_twice_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Sabine hat mindestens zweimal einen kleinen Wutanfall bekommen.,entailment,23,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
23_ai_bi1_cannot_say_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall bekommen hat.",unknown,23,ai,bi,1,positive,cannot say,False,,,neutral,0.0343,0.9602,0.0055
23_ai_bi2_once_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Tina hat einmal einen kleinen Wutanfall bekommen.,entailment,23,ai,bi,2,neutral,once,False,,,entailment,0.9999,0.0,0.0001
23_ai_bi2_twice_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Tina hat mindestens zweimal einen kleinen Wutanfall bekommen.,unknown,23,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
23_ai_bi2_cannot_say_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall bekommen hat.",unknown,23,ai,bi,2,neutral,cannot say,False,,,neutral,0.0443,0.9511,0.0046
23_ai_bii1_once_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Sabine hat einmal einen kleinen Wutanfall provoziert.,entailment,23,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
23_ai_bii1_twice_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Sabine hat mindestens zweimal einen kleinen Wutanfall provoziert.,unknown,23,ai,bii,1,neutral,twice,False,,,entailment,0.9999,0.0,0.0001
23_ai_bii1_cannot_say_neu,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall provoziert hat.",unknown,23,ai,bii,1,neutral,cannot say,False,,,neutral,0.0252,0.9693,0.0055
23_ai_bii2_once_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Tina hat einmal einen kleinen Wutanfall provoziert.,unknown,23,ai,bii,2,positive,once,False,,,entailment,0.9999,0.0,0.0001
23_ai_bii2_twice_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Tina hat mindestens zweimal einen kleinen Wutanfall provoziert.,entailment,23,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
23_ai_bii2_cannot_say_pos,Vor einer Woche hat Tina Sabine wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall provoziert hat.",unknown,23,ai,bii,2,positive,cannot say,False,,,neutral,0.0496,0.9392,0.0112
23_aii_bi1_once_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Sabine hat einmal einen kleinen Wutanfall bekommen.,entailment,23,aii,bi,1,neutral,once,False,,,entailment,0.9999,0.0,0.0001
23_aii_bi1_twice_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Sabine hat mindestens zweimal einen kleinen Wutanfall bekommen.,unknown,23,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
23_aii_bi1_cannot_say_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall bekommen hat.",unknown,23,aii,bi,1,neutral,cannot say,False,,,neutral,0.0402,0.9538,0.006
23_aii_bi2_once_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Tina hat einmal einen kleinen Wutanfall bekommen.,unknown,23,aii,bi,2,positive,once,False,,,entailment,1.0,0.0,0.0
23_aii_bi2_twice_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.",Tina hat mindestens zweimal einen kleinen Wutanfall bekommen.,entailment,23,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
23_aii_bi2_cannot_say_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall bekommen, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall bekommen hat.",unknown,23,aii,bi,2,positive,cannot say,False,,,neutral,0.0273,0.9695,0.0032
23_aii_bii1_once_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Sabine hat einmal einen kleinen Wutanfall provoziert.,unknown,23,aii,bii,1,positive,once,False,,,entailment,0.9999,0.0,0.0001
23_aii_bii1_twice_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Sabine hat mindestens zweimal einen kleinen Wutanfall provoziert.,entailment,23,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
23_aii_bii1_cannot_say_pos,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Sabine wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Sabine einen kleinen Wutanfall provoziert hat.",unknown,23,aii,bii,1,positive,cannot say,False,,,neutral,0.037,0.9542,0.0088
23_aii_bii2_once_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Tina hat einmal einen kleinen Wutanfall provoziert.,entailment,23,aii,bii,2,neutral,once,False,,,entailment,1.0,0.0,0.0
23_aii_bii2_twice_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.",Tina hat mindestens zweimal einen kleinen Wutanfall provoziert.,unknown,23,aii,bii,2,neutral,twice,False,,,entailment,0.9998,0.0,0.0002
23_aii_bii2_cannot_say_neu,Vor einer Woche hat Sabine Tina wütend gemacht.,"Vor zwei Tagen hat Tina wieder einen kleinen Wutanfall provoziert, als sie an einer Schlange anstehen musste.","Es lässt sich nicht sagen, wie oft Tina einen kleinen Wutanfall provoziert hat.",unknown,23,aii,bii,2,neutral,cannot say,False,,,neutral,0.0343,0.9608,0.0049
24_ai_bi1_once_pos,Letzten Monat hat Tina Thorsten ein Lied gewidmet.,"Vor einer Woche hat Thorsten wieder eine nette Widmung bekommen, weil er an einem Song mitgearbeitet hat.",Thorsten hat einmal eine nette Widmung bekommen.,unknown,24,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
